headline,label
[위기의 광동제약-중] 제약사 정체성 잃고 ‘물장사’에 명줄 잡혀,0
테마주 판치는 코스닥..`실적株는 소외중`,0
"동화기업, 2차전지 소재 사업이 실적 견인할 것-KB",1
담양군 신중년 경력형 일자리사업 추진,1
세수절벽 현실화 상반기 23조 덜 걷혔다…재정적자 '110조' 역대 최악,-1
코로나 쇼크 누른 저유가…한전 상반기 8204억 흑자전환,0
목표주가 ‘10만원’…SK바이오팜·증권사·투자자 '동상이몽' 왜,0
한국수자원공사 남미 기후변화 컨설팅 사업 수주,1
[포춘US]FORTUNE GLOBAL 500 / 휴미라를 사수하라,0
[특징주]윈하이텍 2분기 실적개선 전망에 상한가,1
"[코스피(개장)]전일보다 0.11%(2.63포인트) 오른 2,371.95포인트로 출발",0
두산중공업 3600억원 규모 김포열병합발전소 신규 수주,1
[文정부 1년] 홀대론부터 금감원장 낙마 그리고 삼성 사태,0
[이슈토크] 충남형 농어민수당 방향과 과제는?,-1
유니텍전자 68억 출자 7개월만에 투자사 부도...주가급락,-1
황금알을 낳는 거위에서 속 빈 강정까지…4년 동안 면세점 업계엔 무슨 일이?,0
실적 정상화 기대감에 방산주 주가 탄력,1
제약·바이오 '암흑기'···검찰 수사·수출계약 해지 등 '속출',-1
BDI운임 두달만에 반토막에도 팬오션 상승 기대감 왜?,-1
[마감]코스피 상승..2366.73(+1.58%),0
[표]거래소 주가지수선물·옵션시세표(8/26),0
"[특징주]GH신소재, 단일가매매 해제되자 ‘上’",1
국산수술로봇 ‘레보아이’ 러시아 첫 수주 계약,1
아모레퍼시픽 상승 여력 제한적··· 투자의견↓ [이베스트투자증권],-1
프로스테믹스 매출액 41억 7400만원 기록... 전년대비 43.8% 흑자전환,1
애플의 날개없는 추락 1분기 전망 대폭 하향조정,-1
코스닥 ‘추천 리포트’ 상한가,1
[fn톡톡]디웍스글로벌대표 구속소식에 급락,-1
美 올해 재정적자 3.7조弗…신용등급 강등 악몽 재연되나,-1
피씨엘 의료기기 공급계약 체결,1
[에너지경제신문 오프라인] 먼저 만나는 에너지경제신문 헤드라인 - 7월 3일,0
SK바이오팜 상장 첫날 상한가…시총 단숨에 '10조',1
'저승사자' 김기식 건투를 빈다,0
뉴욕증시 랠리 연장 실패..호악재 충돌,-1
[브리핑]도시바 메모리 안은 SK하이닉스,0
한국테크놀로지 6년 만에 영업익·순익 '흑자 전환',1
삼성전자 18년째 ‘최고 기업’ SK하이닉스 2위 도약 ‘이변’,1
두산중공업 김포열병합발전소 파워블럭·건설공사 3600억원에 수주,1
[뉴욕증시]세일즈포스發 기술주 랠리…끝모를 증시 폭등세,1
수자원공사 남미지역 물관리 컨설팅 사업 수주,1
한전 유리창호형 태양전지 사업화 위한 기술개발 추진,1
금감원 채용비리에 방만경영까지…검찰 수사 예고,0
게임빌 2분기 영업이익 108억원…전년 比 흑자전환,1
4거래일간 上 3번..진원생명과학 시총 1조 돌파,-1
한국수자원공사 '西우즈벡지역' 상수도 컨설팅 사업 수주,1
"은성수 ""아시아나 불확실성 끝내야…공매도 필요시 연장""(종합)",0
이마트 '코로나19 충격'에 2분기 474억원 적자,-1
S-OIL 2분기 영업손실 1천643억원,-1
美 증시 코로나 백신 호재·골드만 실적 호조에 상승 마감,0
코로나 진단 글로벌TOP 씨젠 주가·실적 겹호재 ‘방긋’,0
[마감시황] 코스피 코로나19 백신 기대감·SK바이오팜 상장 호재에 1%대 상승...,1
[종목 포커스] 태양산업 실적개선 전망에 상한가,1
피씨엘 총 1억3500만원 규모 의료기기 등 공급 계약,1
소형SUV에 잇달아 타이어 공급...금호타이어 고품질 전략 통했네,1
대한항공 1500억 `깜짝흑자`…역발상 빛났다,1
SK바이오사이언스 美 노바백스와 코로나19 백신 위탁생산 계약,1
주가 400% 급등한 장갑회사 뒤에 이 기업 있었다,1
죽음과 해고 멈춰달라…거리로 나선 비정규직 노동자들,-1
[Who Is ?] 윤석헌 금융감독원 원장,0
"은성수 ""증권사 민낯 드러났다…외화유동성 규제""",0
사업 철수·투자 손실…정유업계 험난한 신사업 도전기,-1
한국문화예술위원회 ‘온라인미디어 예술활동 지원사업’ 본격 추진,1
전주시 생활체육시설 환경개선 정비사업 추진,1
금감원 채용비리 후폭풍…조직·인사개편 불가피,0
넷마블 지분 보유 업체 IPO 흥행 기대…'목표주가↑'-SK증권,1
SK바이오팜發 과열주의보?…역대 흥행주들 1년 주가 살펴보니,0
상상인선박기계 120억원 규모 대형 지지물 수출 계약 체결,1
“올매출 1100억 예상” 제이엔케이히터 상한가,1
'코로나19' 파동에 요동치는 민심...文정부 총선 '시험대',0
"금융당국-은행권 ""채안·증안펀드 조성에 적극 협력""",0
면세점 한달새 매출 반토막…‘코로나發 폐업’ 공포,-1
"유안타증권 ""애경산업 화장품 부진 심화…목표주가 하향""",-1
<뉴욕마켓워치> 美 정치 불확실성 고조…국채↑달러↓S&P500 사상 최고,1
"코아스템, 뉴로나타-알주 임상 3상 시험계획 변경 승인",1
코로나19 이후 글로벌 CEO들 관심사는? '인력관리·기업책임',0
새마을금고중앙회 전통시장 이용 활성화 사업 추진,1
루트박스 개발 과정에서 나온 안이함의 결과물이다,0
티웨이항공 지난해 영업손실 192억원… 적자전환,-1
주가하락 따른 소액주주 원성에… 유상증자 철회 잇달아,-1
전국민 재난지원금 지급으로 5월 국가 재정 '역대 최대 적자',-1
LNG 보랭재 만드는 한국카본 몰려드는 일감에 주가도 쑥쑥,0
대웅제약 '펙수프라잔' 브라질 수출계약 체결,1
우량아 SK바이오팜 상장 첫날 ‘따상’ 대박… 시총 26위,1
정제마진 4주째 마이너스 행진…'5조원 적자' 정유사 출구는,-1
정유4사 1분기 적자 2조5천억원 넘긴다…재고손실 '산더미',-1
혁신위 금감원역할 대폭 약화시키려 했었다,0
테슬라 4분기 연속 흑자 S&P500 편입 충족…주가 급등(종합),1
“농심 해외법인 매출 확대에 따른 체력 레벨업에 주목할 시점”,1
"선익시스템 ""우진기전 인수 컨소시엄에 참여""",1
경북지역 코로나19 전담병원 경영상태 심각...이철우 도지사 정부에 손실보상...,-1
"트럼프 측근 의원 ""파우치 깎아내리기는 비생산적""",-1
[Cover Story] 롯데(클라우드) 무학(좋은데이) 골든블루(골든블루) 好好,0
LNG 열병합발전이 친환경 논란? 대안은 있는가,-1
두산로지스틱스솔루션 태국 물류센터 자동화 설비 수주,1
현대엔지니어링 넥상스코리아와 폴란드 석화플랜트 전선 공급 계약,1
"[마감] 외국인 '사자'에 코스피, 1%대 상승… 2360선 회복",0
'따상' SK바이오팜 다음 타자는 SK IET·SK매직,1
"8개 은행장 ""민생ㆍ금융안정 패키지 프로그램 적극 이행 약속""",0
조원태 회장 역발상 전략 빛났다… 대한항공 2분기 흑자 전환 ‘어닝 서프라이...,1
SK바이오팜 `따상' … 상한가 행진 언제까지?,1
3박자 갖춘 건설주 상승세 어디까지?…‘실적개선 + 朴대통령 이란방문’ 기대...,1
전세계 코로나 2차 유행 조짐…'현금 방파제' 쌓는 기업들,-1
[특징주] 흑자전환 성공한 예스24...상한가 도달,1
HMM 2분기 영업이익 1367억원…21분기 만에 흑자전환,1
"재승인 앞둔 MBN 사업 분할 추진 왜?...""알짜 사업 빼돌리기"" 반발",1
SK바이오팜 코스피 바이오 ‘빅3’ 등극…누가 대장주,0
한국화이바 250억 상당 철도차량 수주,1
한국조선해양 PC선 2척 수주...870억 규모,1
[가격제한폭 확대 첫날] 날아오른 우선주·실적기대주·소형주…왜?,1
"車·실손보험 적자 눈덩이…""차라리 '국영화'하라""",-1
"두산모트롤 노조 '中 매각 반대'…""버릴 것은 기술 아닌 두산 총수의 무능함...",0
"[주담과 Q&A] 한진피앤씨 ""2008년 시작한 자원사업 추정 매장량 10조원 규모""",0
쌍용차 1분기 매출 9332억원 '역대 최대'…영업손실은 지속,-1
저축은행 5일연속 상한가 왜?,1
신한플러스 통해 생애 첫 신한금투 CMA 개설하면 최대 연 5% 금리 받는다,0
IPO 앞둔 SK바이오팜 몸값 최소 5조원.... 2년여 만에 등장한 IPO '대물',0
"SK하이닉스, 3Q 부진 전망…장기적으로는 호조세-DB",-1
성공적인 탈출을 기원하다,1
뉴욕 증시 급락..`글로벌 경기후퇴 우려`,-1
LG전자 역대 최대 매출에도 스마트폰 영업손실에 '발목',-1
美 경제 재개에 스타벅스 매출 3분의 2 회복,0
[특징주]한전 말레이시아 3.5조 전력 공급계약 체결에 강세,1
"질본 ""렘데시비르 오늘부터 중증환자에 투약…7월 무상공급""",1
[SR건설부동산] LH 아산탕정2 사업추진 본격화,1
경기방송 기자·PD 해고 177일 만에 복직 그러나…,-1
대웅제약 지노믹트리와 코로나19 진단키트 해외공급 계약 체결,1
5억 유증 실패한 맥스브로 이번엔 250억?,-1
이마트도 뛰어들었다…'밀키트' 판 커지나,0
신세계인터내셔날 2Q 적자로 화장품 회복 절실…목표가↓ -한국,-1
[공시]피씨엘 205억원 규모 의료기기 공급계약 체결,1
"안양시 스마트시티 추진 사업 ""탄력'···LH와 업무협약",1
[특징주]태평양물산 액면분할+실적기대 '上',1
SK이노 유가·코로나·19에 1.7조 영업적자…창사이래 최대 손실,-1
부산시-국립민속박물관 '부산민속문화의 해' 사업 추진,1
(미리보는 경제신문)美은행규제 쇼크..주가 급락,-1
[종합] 터널 벗어나는 에쓰오일 2분기 영업손실 1643억원...적자 큰 폭 축소,-1
"대한항공, 기내식 및 기내면세품 판매사업 한앤코18호에 양도",0
작년 15대 제약사 중 5곳 매출 감소,0
[BIZ Success Story] 러시아 온라인은 '노란 검색창'이 지배한다,0
미국 정부 최대 유통업체 매케슨과 코로나19 백신 공급 계약,1
현대중공업 2분기 영업손실 사상최대 1조1037억원,-1
몸집 키워도 1위 멜론의 '절반'…지니뮤직 주가도 '덤덤',1
세아베스틸 코로나에도 4분기 만에 흑자전환…목표가↑-키움,1
코로나19 치료제 ‘렘데시비르’ 오늘부터 국내 공급 시작,1
이테크건설 867억원 규모 공급계약,1
소프트뱅크 2분기 1조4381억엔 최대 순익…흑자전환,1
미래산업 SK하이닉스와 35억원 규모 반도체 검사 장비 공급 계약 체결,1
장흥군 주민 주도 '마을 공동체' 사업 추진,1
고려개발 풍농의 오산물류센터 신축공사 532억 규모 수주,1
"한국조선해양 870억 규모 PC선 2척 수주…""올해만 총 22척""",1
구글 사상 첫 매출 감소...온라인 광고 '절대반지' 빼앗길까,0
[itM-특징주] 실적방어 성공한 KT&G…주가 7.7%상승률 터치,1
현대로템-울산시 수소전기트램 실증사업 MOU 체결,1
삼성전기 밸류에이션보다 방향성 주목-한국,1
[천안함 피폭 개성공단 폐쇄 …]전시상황에도 전력계통 이상없나,-1
게임빌 2Q 영업익 108억…자체 게임사업 흑자 전환,1
쌍용자동차 3분기 매출 9015억원·영업손실 220억원 기록,-1
동작구 양육고민 해소 '아이돌봄 지원사업' 추진,1
[특징주] 에스비엠 실적 개선에 상한가,1
(모닝쇼1부)글로벌시황-뉴욕 증시 유가 급락 여파에 혼조 마감,-1
한국 조선 3사 카타르서 23조원 LNG선 계약 수주,1
코로나 치료 정부용역 따낸 셀트리온…3대 투자포인트는?,0
‘경제난 두통’ 한국인을 조인다,0
롯데케미칼 영위사업 모두 후퇴…적자 전환,-1
[표]코스피 기관/외국인 매매동향(8/25 3시30분),0
삼성바이오 벌써 1.7조원 수주...작년 전체보다 5배 늘어,1
"하나금융투자, 국내주식 거래 고객 경품 이벤트",0
"씨앤지하이테크, 삼성전자와 150억원 규모 반도체 장비 공급계약",0
SK이노베이션 2분기 영업손실 4397억…“전분기比 선방”,-1
LNG선 쾌속질주 한국조선해양 또 2척 4400억 수주,1
'이상과열' 바이오주…코로나 이후 상승률 톱20 '싹쓸이',0
SK바이오팜의 ‘따상+상한가’ 코스피에선 역대 처음,1
[브리핑] 문 대통령과 기업인 첫 만남…'호프미팅' 화제,0
'수주절벽' STX조선해양 올해 첫 수주,1
"뷰티업계 적자 쇼크에 깜깜...""하반기 더 힘들 것""",-1
상장 첫날 159%…SK바이오팜 목표가도 넘었다,0
"SK이노베이션 2Q 영업손실 4397억…""연속 적자""",-1
'SK바이오팜 대박'에 공모시장 관심 ↑…다음 '따상'은?,1
해태제과식품 상장후 사흘 연속 상한가...허니버터칩의 힘,1
제임스 량 트립닷컴 그룹 회장 “한국은 코로나19 방역 모범생”,-1
[채권-장전] 외국인의 동아시아 지역 금리인하 기대 vs 한국은 다르다,1
반도체 훈풍 맞은 심텍…주가 한달새 95% 상승,0
풀무원 美 진출 29년 만에 흑자 전환…美 두부 시장 점유율 75%,1
㈜한라 2Q 영업익 291억 '흑자전환',1
[급등락주 짚어보기] 이재명 도지사직 유지에 형지엘리트 ‘上’…에이프로 상...,1
[메트로신문 창간18주년] '언택트' 트렌드 제조업 지고 ICT 뜨고…AI·로봇·...,1
[뉴욕증시-마감] GM.오일 쇼크로 급락,-1
게임빌 1분기 이어 2분기도 흑자 전환 성공…영업익 108억원 기록,1
한국공항공사 매년 증가하는 지방공항 적자에 한숨 '푹푹',-1
"한은 ""건설투자비중 과다…질적 개선에 집중해야"" 지적",1
"두산重 휴업 검토에 그룹주↓..""유동성 신뢰 악화 영향""",-1
조선3사 카타르 LNG운반선 '23조원 103척' 수주,1
우진아이엔에스 롯데건설 121억 규모 계약 수주…8% 급등,1
3분기 만에 흑자낸 현대제철… 전기로 탄력생산 효과(종합),1
두산중공업 김포열병합발전소 3600억원 신규 수주,1
[특징주]넥솔론 차익실현에 급락 전환,-1
주식·부동산 역대급 '빚투'에...가계빚 '사상 최대',0
두산중공업 김포열병합발전소 신규 수주,1
[공시]씨앤지하이테크 150억 규모 반도체 제조장비 공급 계약,1
"금감원 ""삼성바이오 관련 증선위 판단 존중…수사 적극 협력""",0
[특징주] 두올산업 ‘실적 개선ㆍ계열사 지분 매각’ 상한가,1
[게임스톡:주간시황] 게임주 상승세 지속…아프리카TV 급등,1
원포인트 대화서 ‘해고 금지·사회안정만 확충’ 논의 전망,-1
[종합] 산업화의 상징 포스코…사상 첫 분기 영업적자,-1
NHN-자비스넷 영상보안 솔루션 공급·판매 관련 계약 체결,1
"삼성 ""호텔신라 2분기도 영업손실...2021년까지 적자 예상""",-1
롯데 코로나19 확산 방지 위해 10억원 지원,-1
조원태 역발상이 만든 ‘세계 유일 흑자항공사’,1
[브리핑] 위기의 그림자…주요기업 우울한 성적표,0
‘임상 중단’ 신라젠 사태 일파만파 신뢰 잃고 휘청이는 K-바이오,-1
트루윈 '코로나' 덕에 2Q 흑자전환 성공,1
‘첫 출근 전 채용취소 통보’ 해고인가 아닌가?,-1
SK바이오팜 상장 첫날 상한가... 하반기 IPO 불 붙을 듯,1
데일리블록체인 '뉴딜 수혜' 4차 산업 SOC 수주 확대,1
SK바이오 AZ 이어 노바백스 코로나19 백신 CDMO 계약 체결,1
[표]미래에셋대우 등 코스피 자사주 신청내역(27일),0
주가상승 덕 본 한화생명…상반기 당기순익 급증,0
[亞증시-종합] 중화권 증시 급락..日 상승,-1
코윈테크 70억원대 규모 수주계약 체결,1
SK케미칼 8개월만에 상한가...진격의 바이오株,1
이주열 총재 누구 덕분에 연임하고 있나,0
"델 10년만의 첫 ""매도"" 의견으로 주가급락",-1
[제약 바이오 이모저모] SK바이오팜 드디어 코스피 상장,0
한국타이어 경영권 분쟁 재점화에 주가 '급등',1
단독주택 재건축 세입자에 재개발에 준하는 손실보상 의무화(종합),-1
참엔지니어링 중국 업체와 278억원 규모 장비공급 계약,1
대한항공 1분기 영업손실 566억원…코로나19여파에 적자전환,-1
금융당국 계속되는 보험업계 압박…차기 금감원장 주시,0
SK이노베이션 2분기 4397억 적자…손실폭은 감소,-1
"한전 '유리창에 붙이는 태양전지' 사업화 추진…""친환경 기술""",1
‘가상화폐 시세 차익’ 금감원 직원 가상화폐 대책 준비도 관여,0
[칼럼] 세습하면 기업은 망하지 않을까,0
롯데케미칼 2분기 매출 18% 감소에도 영업이익은 흑자 전환,1
[코스닥]오전9시1분 1.03포인트(0.12%) 오른 842.38,1
[NNA] 中 훠궈 하이디라오 코로나 타격 상반기 적자전환,-1
하반기 IPO 대어 SK바이오팜 등판… SK 주가도 연일 '날개',0
"영화·음악계 ""불법 P2P-웹하드 폐쇄해야 산다"" 한 목소리",-1
피씨엘 의료기기 공급계약 체결,1
"정유업계 성윤모 만나 호소…""1분기만 3조 이상 적자…유동성 지원 시급""",-1
데브시스터즈 새 모바일게임 '쿠키워즈'로 쿠키런 영광 되찾나,0
[브라보! 투자 인사이트] 증권사 목표주가 일제히 '상향',1
[기업공시 8월 13일]인지컨트롤스 현대차와 657억 규모 공급계약 체결,1
"제2 SK바이오팜 찾아라”...불붙은 공모주 청약 요령은
[특징주] SK바이오팜 상장에 SK관련주 희비 엇갈려…SK케미칼 ‘시무룩’ SKT...
코로나 뚫고 새내기株 `씽씽`…시초가 대비 수익률엔 희비
공모주 투자 제2의 SK바이오주 찾는 지름길있다
SK바이오팜 또 상한가 가나?... 삼성바이오로직스 부광약품 셀트리온제약은 하...
SK바이오팜 시총 10조 '바이오 공룡' 되다
SK바이오팜 돌풍에 공모주 열기 뜨겁다…이달 청약 뭐 있나?
[오늘의 키워드] SK바이오팜 상한가 ‘질주’…“추격 매수 신중” 경고도
[주간증시 리뷰]코스피 '2090→2150' 상승은 했지만 3주째 2100선 등락…'인...
[특징주] 상장 이틀째 SK바이오팜 개장 직후 '쩜상'… 시총 12조원 돌파
코트라 따상 등 中 대형 유통업체 초청 구매상담회
뉴욕증시 · 국제유가 운명의 한주 트럼프 또 경기부양 유동성 살포
SK바이오팜 산 사람 있나요""… 사고 싶어도 못사는 이유는?",1
"교보證 ""아이에스동서 주가 기대보다 더 오를 것""",1
랩지노믹스 지멘스헬시니어스에 코로나19 진단키트 공급,1
위기의 디스플레이 삼성·LG 1Q 적자 행진,-1
최흥식 금감원장 “강도 높은 내부개혁 추진”…대대적 조치 예고,1
에쓰오일 1분기 1조원 영업손실,-1
“고용유지지원금 활용 안한 아시아나 하청업체 해고는 부당”,-1
[특징주] 인지컨트롤스 현대차와 658억 규모 공급계약 체결에 급등,1
산업부 체코 원전사업 수주 적극적,1
환율 급락으로 벼랑에 선 중소기업,-1
[주식 초고수는 지금]CMO에 꽂힌 초고수... SK케미칼·바이넥스 관심,1
진매트릭스 상반기 영업이익 39억…전년비 흑자전환,1
사두면 남는 장사 제2의 SK바이오팜 찾는 개미들,0
대웅제약-지노믹트리 코로나19 진단키트 수출 계약,1
싸이 신곡 '강남 스타일' 인기 편승? 디아이 상한가는 '한국 증시 스타일',1
포천시의회 24일 추진 사업 개선방안 논의 위한 간담회 개최,1
세계 자동차 2분기 적자전망…현대기아차 실적 관심,-1
한국전력 상반기 9285억원 영업손실···2012년 이후 최악,-1
아스널 재정난에 직원 55명 정리해고…코로나19 여파,-1
대림건설 출범후 첫 도시정비사업 수주…대전 삼성1구역 시공,1
"SK證 ""SK케미칼 수주계약 체결로 주가 리레이팅…목표가↑""",1
청담예물 안나로니 라엘쥬얼리와 제주 지역 실크골드 취급점 계약 체결,1
의성군이웃사촌복지센타 사업본격추진,1
"SK바이오팜 직원 1인당 평균 9억 시세차익…""1년간 못판다""",0
지난해 관리재정수지 적자 사상 최대…국가부채는 1700조원 돌파,-1
'1조4천억 잭팟' 유한양행…'기술 수출' 바람 다시 불까,0
한국조선해양 연이은 ‘PC선’ 수주···올해만 22척(종합),1
해남군 군정 주요사업 추진상황 보고회,1
삼성중공업 실적부진·유상증자…주가 급락,-1
현대중공업 대한해운과 LNG선 2척 4400억 원 규모 수주,1
［데스크칼럼］건축물 화재ㆍ안전 다잡으려면,0
수원시청사 마스크·소독·열화상카메라 통과해야 출입가능,-1
[fnRASSI]디엠티 상한가 기록,1
장 마감 후 기업공시[8월 26일],0
두산중공업 3600억 규모 ‘김포열병합발전소’ 수주 체결,1
나도 '따상' 맛 좀 보자…줄 서서 공모주 사는 사람들[머니뭐니],1
김종훈 테마주 사흘 연속 상한가,1
[더벨]금감원 은행권 검사 대상·시기 왜 축소했나,0
"위메이드 2분기 적자 전환…""라이선스·모바일↓""",-1
5월 경상수지 23억 달러 흑자 전환…작년의 '절반'(종합),1
SK건설 우즈벡서 ‘정유공장 현대화’ 설계 계약 체결...86억 규모,1
[법정관리 추적] 4차 매각 실패 넥솔론 다음 수순은?,-1
윤석헌 금감원장 8일 취임…첫 과제는 '삼성',0
금감원 서류전형 폐지 등 채용절차 전면 쇄신한다,0
"[공시]신성이엔지, 277억원 규모 공급계약 체결",1
아스날 코로나19 재정난에 직원 55명 정리해고,-1
HMM 2분기 영업이익 1387억원…21분기 만에 ‘흑자 전환’,1
제18회 서울국제A&D컨퍼런스 패널토론,0
진매트릭스 2분기 영업이익 39억 원…흑자전환,1
"금감원 ""삼성바이오 관련 증선위 판단 존중…수사 적극 협력""",0
"[일문일답] 은성수 금융위원장 ""코로나19로 유동성 회수 시기 대비 필요""",0
[fn 화제주－코스피] 한일화학－재무안정·실적개선 10일째 상승,0
[itM] 證 SKC 목표주가 상향 잇달아…2차전지 성장 수혜 판단,1
[건설 리그테이블]'압도적' 수주 현대건설,1
일본제철·미쓰비시重 나란히 2분기 적자,-1
대우버스 오는 15일부터 울산공장 가동 중단,-1
최종구 금융위원장 삼성생명에 전자주식 처분안 마련 재촉구,0
금호에이치티 다이노나 진단키트 사업 인수 추진,1
LH 아산탕정2 도시개발구역 지정해 사업추진 본격화 추진,1
핀테크 활성화를 위한 규제혁신 전담 팀(TF) 첫 회의 개최,0
[fnRASSI]누리플랜 상한가 기록,1
"아이앤브이게임즈, '아이들프린세스' 국내 사전예약 시작",1
초저유가 시대…국내 산업계에 먹구름 다가온다(종합),0
현대제철 적자사업 컬러강판 생산라인 중단 놓고 노조와 논의 진행,-1
14년만에 증시귀환 해태제과식품 상한가 '함박웃음',1
한국 조선 중국 제치고 수주 1위 탈환…현중 LNG선 수주 효과,1
카카오 이용자 증가에서 매출 증가 구간 진입…여전히 긍정적,1
<연합뉴스 이 시각 헤드라인> - 08:00,0
[이스타항공 M&A] 희망퇴직 및 정리해고 등 대규모 구조조정 실시,-1
"포스코ICT, 단기차입금 950억원 증가 결정",0
도내 방산업체 방위사업청 수주 잇달아,1
컴투스 서머너즈 워 역대 최대 월매출로 실적 반등 기대,1
[컨콜] SK이노베이션 2분기 4397억원 영업손실…적자폭 줄여,-1
중부발전·한화에너지 美 대규모 태양광 사업 수주,1
보험주 무더기 상한가,1
모두투어 2분기 저점으로 적자 축소 전망,-1
한국투자증권 상반기 순이익 1619억…흑자전환,1
업황은 좋은데…삼성전자·SK하닉 주가는 언제 부활하나,0
'커진 토종의 힘'..中 시장 진출 실패도 쉽다,0
英런던탑 근위병 코로나로 500년 역사상 첫 해고위기,-1
"피씨엘, 총 1억3500만원 규모 의료기기 등 공급 계약",0
'친구' 트럼프 역풍…200년 美 총기회사 '레밍턴' 파산보호 신청,0
참엔지니어링 278억 규모 FPD장비 공급계약,1
[뉴욕마감]미중 무역합의 불투명에 약보합…다우 102.2P↓,-1
미국 올해 재정적자 4천500조 원 전망…“2차대전 이래 최악 상황”,-1
"헬리오스PE ""KCGI와 인수한 이노와이어리스 주가 290% 상승""",0
LH 충남 아산시 ‘아산탕정2 도시개발구역’ 지정…사업 본격 추진,1
[비즈 톡톡] 남궁훈 효과? 카카오게임즈 IPO 노리며 매출 수직 상승,0
한전 1분기 영업손실 6299억 ‘최대’… 탈원전 아닌 미세먼지 저감 정책 탓,-1
"대신證 ""SKT, 배당에 대한 자신감이 주가 끌어올렸다""",0
[KBS 공감토론] 주간경제포커스 “국가부채 증가 배경과 정부의 재정운용 방향...,0
드래곤플라이 2Q 영업익 35억...4Q 연속 흑자,1
주성엔지니어링 2분기 영업이익 9억 '흑자전환',1
"진양곤 회장 ""임상 '실패' 아닌 '지연'…성급한 시장 판단 아쉬워""",-1
[정의선 의장 新경영①]젊어지는 현대차 리더십…위기대응능력 강화,1
곽재선 KG동부제철 회장 “숨은 그림 잘 찾아 흑자 전환 가능했다”,1
㈜두산 네오플럭스 매각했다…신한금융지주와 지분 매각 계약 체결,1
"코스피 2,360선 돌파",1
새마을금고중앙회 내수경제활성화 위한 전통시장 이용 활성화 사업 추진,1
"英 존슨총리 퇴원…야윈 얼굴로 ""다른 길 갈뻔했다""",-1
가상화폐 투자 금감원 직원 처벌 어려울 듯,0
동양철관 2분기 영업익 37억…5분기 연속 흑자,1
"'사상최대' 영업손실+통상임금 패소 ""첩첩산중"" 현대중공업",-1
[ECN 시황] (17일) 두산중공업ㆍ퍼스텍 나란히 상한가,1
라임펀드 실사 결과·정부 대책 14일 발표,0
[뉴욕장중] 1~2%대↓…'유가급락·기술주부진’,-1
스토리텔링 강한 아마존이 4대 거대기업중 최강,0
화물 수송 덕에 흑자 전환한 대한항공,1
[특징주] 제너시스템즈 제4 이동통신+실적개선…상한가,1
코로나19 이후 해외 건설 수주도 바뀔까…병원·신도시 주목,1
돈있어도 못사는 주식 'SK바이오팜'…목표주가 의미 없다,0
증선위 삼성바이오 4.5조 분식회계 결론…대표해임·검찰고발,-1
HMM 초대형선 만선 릴레이...흑자전환 빨라진다,1
CJ프레시웨이 코로나에도 반등…2분기 영업익 흑자전환,1
"2000년 IT버블과 2018년 코스닥...""이번엔 다를까?""",0
[김대성의 종목분석] 제주항공 이스타항공 인수 포기해도 주가는 '미지근',-1
‘삼성바이오 철벽 방어망’ 뚫을 ‘금감원 스모킹건’ 뭘까,0
Arm Flexible Access 출시 첫 해에 60개 이상 파트너사와 계약 체결,1
테진아 통했다…하이트진로 상반기 맥주부문 '흑자전환',1
포스코건설 경남 양산서 지역주택조합 사업 수주,1
"정성립 대우조선 사장 ""올해 5천억 흑자…인력 2만명 감축""",1
영월군 2020년 신재생에너지 주택지원 추가 사업 추진,1
이마트24 2Q 코로나에도 잘 버텼다...연내 흑자 전환 달성할까?,1
1Q 대규모 손실 두산중공업...경영정상화 과정 '산 넘어 산',-1
"네이버 ""클라우드도 접수하겠다""…외국업체 공세 맞서 금융·공공부문 수주 확...",1
[논담] “이미 만성형 경제위기 진입… 혁신ㆍ포용의 시장경제로 전환을”,0
한전 2Q 영업손실 2986억원...높은 연료비가 발목,-1
'갤S4 납품' 루머에 스마트폰 부품주 몸살,0
(특징주)한진해운 구조조정 압박에 사흘째 '급락',-1
하마스 보복우려..동반급락,-1
대한항공·아시아나 ‘어닝서프라이즈’에 주가 급등,1
경봉 무상증자 호재로 상한가,1
제천서울병원 가정의학과 수련의 불법파견 '심각',-1
김동연 “삼성바이오로직스 발표 관련 금감원 관리 좀 더 잘했으면 좋았을 것...,0
도요타 2분기 영업이익 98%↓…흑자에 장중 주가 3%p↑(종합),1
HMM 4년만에 흑자전환…영업이익 1367억,1
총회 의결 없이 6억원 계약 체결…전 재건축조합장 벌금 100만원,1
담양군 퇴직자 위한 신중년 경력형 일자리사업 추진,1
[fn 화제주－코스닥] 리홈－실적개선으로 3일째 상승세,1
외인·기관 돌아온 바이오 '바닥' 찾기 끝났나,1
대전 유성구 유성형 그린뉴딜...도시공원 활성화 사업 본격 추진,1
"문성혁 해수부 장관 ""HMM 흑자전환 해운재건 계획 성과""",1
대우조선 인수 사태와 고용문제,-1
[2019 글로벌 경제 전망]G2전화담판…세계경제 복병 무역전쟁 반전 이룰까,0
이테크건설 867억원 규모 반도체소재공장 건설공사 수주,1
"금융위 긴급회의…""자본시장 안정화 자금 5천억원 조성""(종합2보)",0
대한항공 1분기 영업손실 566억 원…코로나19에 적자전환,-1
STX조선해양 올해 첫 수주···6600t급 탱커선 3척,1
코로나19 확산에 '리모델링'...펀드 수익률 '쾌속 순항',1
국내외 시장서 고전하며 주가 23% 급락 잇단 M&A 역효과… 중국 시장 오판도 ...,-1
